万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号,
000025.SZ,000025,20251209,91536470,293069,C,0, ,0,1800,0,290508,
000025.SZ,000025,20251209,91621780,304820,C,0, ,0,1000,0,301578,
000025.SZ,000025,20251209,91720210,321444,C,0, ,0,500,0,319298,
000025.SZ,000025,20251209,91821400,341176,C,0, ,0,800,339202,0,
000025.SZ,000025,20251209,91907420,357312,C,0, ,0,132480,351373,0,
000025.SZ,000025,20251209,91921390,362684,C,0, ,0,100,0,343142,
000025.SZ,000025,20251209,91924250,363731,C,0, ,0,100,0,349472,
000025.SZ,000025,20251209,91939660,369441,C,0, ,0,500,174802,0,
000025.SZ,000025,20251209,92500000,553589,0,0,B,186800,1200,400878,494666,
000025.SZ,000025,20251209,92500000,553590,0,0,B,186800,700,421446,494666,
000025.SZ,000025,20251209,92500000,553591,0,0,B,186800,200,451513,494666,
000025.SZ,000025,20251209,92500000,553592,0,0,B,186800,300,138464,494666,
000025.SZ,000025,20251209,92500000,553593,0,0,B,186800,1000,360522,494666,
000025.SZ,000025,20251209,92500000,553594,0,0,S,186800,1400,547474,494666,
000025.SZ,000025,20251209,92500000,553595,0,0,S,186800,500,547474,533035,
000025.SZ,000025,20251209,92500000,553596,0,0,B,186800,100,388107,533035,
000025.SZ,000025,20251209,92500000,553597,0,0,B,186800,100,395102,533035,
000025.SZ,000025,20251209,92500000,553598,0,0,B,186800,100,402620,533035,
000025.SZ,000025,20251209,92500000,553599,0,0,B,186800,100,410493,533035,
000025.SZ,000025,20251209,92500000,553600,0,0,B,186800,100,418604,533035,
000025.SZ,000025,20251209,92500000,553601,0,0,B,186800,100,427761,533035,
000025.SZ,000025,20251209,92500000,553602,0,0,B,186800,100,441272,533035,
000025.SZ,000025,20251209,92500000,553603,0,0,B,186800,100,450948,533035,
000025.SZ,000025,20251209,92500000,553604,0,0,B,186800,100,461031,533035,
000025.SZ,000025,20251209,92500000,553605,0,0,B,186800,100,472141,533035,
000025.SZ,000025,20251209,92500000,553606,0,0,B,186800,100,484296,533035,
000025.SZ,000025,20251209,92500000,553607,0,0,B,186800,100,499197,533035,
000025.SZ,000025,20251209,92500000,553608,0,0,B,186800,100,529979,533035,
000025.SZ,000025,20251209,92500000,553609,0,0,B,186800,400,523501,533035,
000025.SZ,000025,20251209,92500000,553610,0,0,B,186800,100,378599,533035,
000025.SZ,000025,20251209,92500000,553611,0,0,B,186800,100,379660,533035,
000025.SZ,000025,20251209,92500000,553612,0,0,B,186800,3200,528584,533035,
000025.SZ,000025,20251209,92500000,553613,0,0,B,186800,1000,526363,533035,
000025.SZ,000025,20251209,92500000,553614,0,0,S,186800,200,526363,335118,
000025.SZ,000025,20251209,92500000,553615,0,0,B,186800,1600,526363,551594,
000025.SZ,000025,20251209,92500000,553616,0,0,B,186800,1000,358284,551594,
000025.SZ,000025,20251209,92500000,553617,0,0,B,186800,2400,536894,551594,
000025.SZ,000025,20251209,92500000,553618,0,0,S,186800,300,536894,452178,
000025.SZ,000025,20251209,92500000,553619,0,0,B,186800,1700,536894,540343,
000025.SZ,000025,20251209,92500000,553620,0,0,S,186800,500,536894,203755,
000025.SZ,000025,20251209,92500000,553621,0,0,S,186800,1000,536894,433362,
000025.SZ,000025,20251209,92500000,553622,0,0,B,186800,1000,365976,433362,
000025.SZ,000025,20251209,92500000,553623,0,0,S,186800,200,370265,190266,
000025.SZ,000025,20251209,92500000,553624,0,0,S,186800,200,370265,18397,
000025.SZ,000025,20251209,92500000,553625,0,0,S,186800,600,370265,46906,
000025.SZ,000025,20251209,92500000,553626,0,0,S,186800,500,373574,46906,
000025.SZ,000025,20251209,92500000,553627,0,0,S,186800,500,373574,131865,
000025.SZ,000025,20251209,92500000,553628,0,0,S,186800,1000,376827,131865,
000025.SZ,000025,20251209,92500000,553629,0,0,S,186800,700,495285,131865,
000025.SZ,000025,20251209,92500000,553630,0,0,S,186800,1100,495285,131887,
000025.SZ,000025,20251209,92500000,553631,0,0,S,186800,200,495285,171606,
000025.SZ,000025,20251209,92500000,553632,0,0,S,186800,100,495285,319588,
000025.SZ,000025,20251209,92500000,553633,0,0,S,186800,1000,380540,319588,
000025.SZ,000025,20251209,92500000,553634,0,0,S,186800,1000,383237,319588,
000025.SZ,000025,20251209,92500000,553635,0,0,S,186800,1000,517915,319588,
000025.SZ,000025,20251209,92500000,553636,0,0,S,186800,600,387701,319588,
000025.SZ,000025,20251209,92500000,553637,0,0,S,186800,300,387701,364805,
000025.SZ,000025,20251209,92500000,553638,0,0,S,186800,100,387701,365229,
000025.SZ,000025,20251209,92500000,553639,0,0,S,186800,400,496782,365229,
000025.SZ,000025,20251209,92500000,553640,0,0,S,186800,3800,496782,360019,
000025.SZ,000025,20251209,92500000,553641,0,0,B,186800,100,84391,360019,
000025.SZ,000025,20251209,92500000,553642,0,0,B,186800,100,84391,468525,
000025.SZ,000025,20251209,92500000,553643,0,0,B,186800,200,84391,238443,
000025.SZ,000025,20251209,92500000,553644,0,0,S,186800,800,469751,238443,
000025.SZ,000025,20251209,92500000,553645,0,0,B,186800,400,469751,510844,
000025.SZ,000025,20251209,92500000,553646,0,0,S,186800,600,518505,510844,
000025.SZ,000025,20251209,92500000,553647,0,0,B,186800,100,518505,538299,
000025.SZ,000025,20251209,92500000,553648,0,0,B,186800,200,518505,538617,
000025.SZ,000025,20251209,93000040,645848,0,0,S,186700,200,645847,417716,
000025.SZ,000025,20251209,93000050,647718,0,0,B,186700,100,645847,647717,
000025.SZ,000025,20251209,93000050,653620,0,0,S,186600,400,653619,470510,
000025.SZ,000025,20251209,93000050,653621,0,0,S,186400,1000,653619,371366,
000025.SZ,000025,20251209,93000070,666245,0,0,B,186600,400,653663,666244,
000025.SZ,000025,20251209,93000080,668857,0,0,B,186600,200,653663,668856,
000025.SZ,000025,20251209,93000080,668858,0,0,B,186700,1800,645847,668856,
000025.SZ,000025,20251209,93000080,668859,0,0,B,186700,100,648838,668856,
000025.SZ,000025,20251209,93000080,668860,0,0,B,186700,300,651831,668856,
000025.SZ,000025,20251209,93000090,676317,0,0,S,186400,200,676316,371366,
000025.SZ,000025,20251209,93000090,676318,0,0,S,186300,800,676316,94759,
000025.SZ,000025,20251209,93000100,680581,0,0,S,186300,600,680580,94759,
000025.SZ,000025,20251209,93000120,693894,0,0,B,186700,600,651831,693893,
000025.SZ,000025,20251209,93000120,693895,0,0,B,186700,300,667906,693893,
000025.SZ,000025,20251209,93000120,693896,0,0,B,186700,200,669100,693893,
000025.SZ,000025,20251209,93000120,693897,0,0,B,186800,500,518505,693893,
000025.SZ,000025,20251209,93000140,705938,0,0,B,186700,100,704909,705937,
000025.SZ,000025,20251209,93000140,705939,0,0,B,186800,100,518505,705937,
000025.SZ,000025,20251209,93000170,722969,0,0,S,186800,300,722968,705937,
000025.SZ,000025,20251209,93000170,722970,0,0,S,186800,200,722968,709474,
000025.SZ,000025,20251209,93000190,729765,C,0, ,0,1000,0,72385,
000025.SZ,000025,20251209,93000190,729837,C,0, ,0,10000,482225,0,
000025.SZ,000025,20251209,93000200,736232,0,0,S,186800,100,736231,709474,
000025.SZ,000025,20251209,93000200,736233,0,0,S,186800,300,736231,721703,
000025.SZ,000025,20251209,93000230,744512,0,0,S,186800,200,744511,741228,
000025.SZ,000025,20251209,93000340,781609,0,0,S,186600,100,781608,773172,
000025.SZ,000025,20251209,93000390,791806,0,0,B,186600,100,781608,791805,
000025.SZ,000025,20251209,93000530,814023,0,0,S,186300,100,814022,94759,
000025.SZ,000025,20251209,93000530,814181,0,0,S,186300,100,814180,94759,
000025.SZ,000025,20251209,93000660,836210,0,0,S,186100,400,836209,185255,
000025.SZ,000025,20251209,93000660,836211,0,0,S,186100,200,836209,777483,
000025.SZ,000025,20251209,93000660,836212,0,0,S,186100,1000,836209,809778,
000025.SZ,000025,20251209,93000660,836213,0,0,S,186000,500,836209,109584,
000025.SZ,000025,20251209,93000660,836214,0,0,S,186000,200,836209,388084,
000025.SZ,000025,20251209,93000660,836215,0,0,S,186000,100,836209,724423,
000025.SZ,000025,20251209,93000660,836216,0,0,S,185900,5100,836209,753322,
000025.SZ,000025,20251209,93001010,888621,C,0, ,0,1100,752142,0,
000025.SZ,000025,20251209,93001160,907307,0,0,B,186300,100,814248,907306,
000025.SZ,000025,20251209,93001160,907308,0,0,B,186300,100,879706,907306,
000025.SZ,000025,20251209,93001430,929379,0,0,B,186600,200,781608,929378,
000025.SZ,000025,20251209,93001620,947587,C,0, ,0,100,312136,0,
000025.SZ,000025,20251209,93001720,956755,C,0, ,0,300,781485,0,
000025.SZ,000025,20251209,93001720,956778,C,0, ,0,300,781470,0,
