万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
600066.SH,600066,20251209,91400030,0,0,S,I,0,0,
600066.SH,600066,20251209,91500710,0,4085,A,B,321000,5000,
600066.SH,600066,20251209,91500730,0,4600,A,S,354500,600,
600066.SH,600066,20251209,91500730,0,4623,A,S,354300,800,
600066.SH,600066,20251209,91500770,0,4843,A,B,302000,200,
600066.SH,600066,20251209,91500970,0,5675,A,S,336600,5000,
600066.SH,600066,20251209,91500970,0,5687,A,S,345600,5000,
600066.SH,600066,20251209,91500970,0,5688,A,S,354600,5100,
600066.SH,600066,20251209,91501030,0,5952,A,B,299900,200,
600066.SH,600066,20251209,91501030,0,5953,A,B,292500,100,
600066.SH,600066,20251209,91501030,0,6036,A,S,328000,100,
600066.SH,600066,20251209,91501030,0,6230,A,S,345000,500,
600066.SH,600066,20251209,91501050,0,6307,A,B,305200,100,
600066.SH,600066,20251209,91501120,0,6907,A,B,303100,200,
600066.SH,600066,20251209,91501240,0,7820,A,B,314900,100,
600066.SH,600066,20251209,91501240,0,7968,A,B,308800,100,
600066.SH,600066,20251209,91501350,0,8126,A,B,298800,100,
600066.SH,600066,20251209,91501420,0,9083,A,S,326100,800,
600066.SH,600066,20251209,91501420,0,9241,A,B,300100,300,
600066.SH,600066,20251209,91501460,0,10021,A,B,320500,100,
600066.SH,600066,20251209,91501460,0,10030,A,S,323500,100,
600066.SH,600066,20251209,91501460,0,10355,A,B,318500,1000,
600066.SH,600066,20251209,91501600,0,10932,A,S,355000,100,
600066.SH,600066,20251209,91501670,0,11259,A,S,354800,100,
600066.SH,600066,20251209,91501670,0,11280,A,B,303300,100,
600066.SH,600066,20251209,91501770,0,12643,A,S,331000,100,
600066.SH,600066,20251209,91501800,0,13308,A,S,346700,8400,
600066.SH,600066,20251209,91501800,0,13324,A,S,346700,16900,
600066.SH,600066,20251209,91501980,0,16167,A,B,306600,1000,
600066.SH,600066,20251209,91501980,0,17006,A,B,290400,200,
600066.SH,600066,20251209,91502090,0,18762,A,S,326300,600,
600066.SH,600066,20251209,91502320,0,20914,A,S,343300,100,
600066.SH,600066,20251209,91502390,0,22689,A,S,336000,100,
600066.SH,600066,20251209,91502480,0,23353,A,B,310000,500,
600066.SH,600066,20251209,91502480,0,24182,A,B,315100,1000,
600066.SH,600066,20251209,91502480,0,24326,A,S,330000,100,
600066.SH,600066,20251209,91502590,0,26584,A,S,355000,500,
600066.SH,600066,20251209,91502590,0,26585,A,S,351400,300,
600066.SH,600066,20251209,91502590,0,26586,A,S,344900,200,
600066.SH,600066,20251209,91502710,0,26968,A,S,345000,900,
600066.SH,600066,20251209,91502710,0,27720,A,S,351300,200,
600066.SH,600066,20251209,91502710,0,28774,A,S,325700,200,
600066.SH,600066,20251209,91502840,0,29504,A,S,355000,200,
600066.SH,600066,20251209,91502840,0,29505,A,S,350000,200,
600066.SH,600066,20251209,91502840,0,29717,A,B,305300,100,
600066.SH,600066,20251209,91502840,0,29921,A,B,318800,100,
600066.SH,600066,20251209,91502840,0,30134,A,B,318800,100,
600066.SH,600066,20251209,91502990,0,31065,A,S,330000,300,
600066.SH,600066,20251209,91502990,0,31184,A,S,325200,300,
600066.SH,600066,20251209,91502990,0,31425,A,B,322700,500,
600066.SH,600066,20251209,91502990,0,31622,A,S,324600,300,
600066.SH,600066,20251209,91502990,0,31941,A,B,300700,200,
600066.SH,600066,20251209,91502990,0,32214,A,S,342000,600,
600066.SH,600066,20251209,91502990,0,32252,A,B,313000,1000,
600066.SH,600066,20251209,91503390,0,37675,A,B,316800,500,
600066.SH,600066,20251209,91503390,0,37676,A,B,310600,500,
600066.SH,600066,20251209,91503390,0,37745,A,S,342100,400,
600066.SH,600066,20251209,91503390,0,37794,A,S,336700,500,
600066.SH,600066,20251209,91503390,0,37808,A,B,316000,400,
600066.SH,600066,20251209,91503390,0,37819,A,S,331500,200,
600066.SH,600066,20251209,91503390,0,37847,A,B,319000,100,
600066.SH,600066,20251209,91503390,0,37869,A,B,296900,400,
600066.SH,600066,20251209,91503390,0,37905,A,B,301700,400,
600066.SH,600066,20251209,91503390,0,38415,A,S,335000,100,
600066.SH,600066,20251209,91503550,0,38668,A,B,320000,1600,
600066.SH,600066,20251209,91503550,0,38950,A,S,341100,200,
