万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
600062.SH,600062,20251209,84509000,0,0,0,0,0,,,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600062.SH,600062,20251209,91403000,0,0,0,0,0,,,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600062.SH,600062,20251209,91503000,0,0,0,0,0,,,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199320,185450,70100,15800,0,0,0,0,0,
600062.SH,600062,20251209,91506000,0,0,0,0,0,,,0,0,0,0,0,187400,186500,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,186500,0,0,0,0,0,0,0,0,0,800,3400,0,0,0,0,0,0,0,0,203580,184750,636800,53900,0,0,0,0,0,
600062.SH,600062,20251209,91509000,0,0,0,0,0,,,0,0,0,0,0,187400,186500,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,186500,0,0,0,0,0,0,0,0,0,800,6800,0,0,0,0,0,0,0,0,201850,184650,798000,94300,0,0,0,0,0,
600062.SH,600062,20251209,91512000,0,0,0,0,0,,,0,0,0,0,0,187400,187500,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,187500,0,0,0,0,0,0,0,0,0,800,1400,0,0,0,0,0,0,0,0,201630,185070,844100,132300,0,0,0,0,0,
600062.SH,600062,20251209,91515000,0,0,0,0,0,,,0,0,0,0,0,187400,187400,0,0,0,0,0,0,0,0,0,2200,900,0,0,0,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,201430,184830,933200,149900,0,0,0,0,0,
600062.SH,600062,20251209,91518000,0,0,0,0,0,,,0,0,0,0,0,187400,187400,0,0,0,0,0,0,0,0,0,2200,900,0,0,0,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,200660,184560,1070200,185800,0,0,0,0,0,
600062.SH,600062,20251209,91521000,0,0,0,0,0,,,0,0,0,0,0,187400,187400,0,0,0,0,0,0,0,0,0,2200,900,0,0,0,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,199820,184450,1261100,281700,0,0,0,0,0,
600062.SH,600062,20251209,91524000,0,0,0,0,0,,,0,0,0,0,0,187400,187400,0,0,0,0,0,0,0,0,0,2200,900,0,0,0,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,199490,184200,1379600,323300,0,0,0,0,0,
600062.SH,600062,20251209,91527000,0,0,0,0,0,,,0,0,0,0,0,187400,187400,0,0,0,0,0,0,0,0,0,2200,900,0,0,0,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,199460,184170,1397500,333400,0,0,0,0,0,
600062.SH,600062,20251209,91530000,0,0,0,0,0,,,0,0,0,0,0,187400,187400,0,0,0,0,0,0,0,0,0,2200,900,0,0,0,0,0,0,0,0,187400,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,199460,184120,1398600,336500,0,0,0,0,0,
600062.SH,600062,20251209,91533000,0,0,0,0,0,,,0,0,0,0,0,187400,187500,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,187500,0,0,0,0,0,0,0,0,0,800,1400,0,0,0,0,0,0,0,0,199480,184000,1396300,341500,0,0,0,0,0,
