万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
600018.SH,600018,20251209,84510000,0,0,0,0,0,,,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600018.SH,600018,20251209,91401000,0,0,0,0,0,,,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600018.SH,600018,20251209,91501000,0,0,0,0,0,,,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56980,55500,6500,1000,0,0,0,0,0,
600018.SH,600018,20251209,91504000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,6000,5000,0,0,0,0,0,0,0,0,57470,55400,1016900,393800,0,0,0,0,0,
600018.SH,600018,20251209,91507000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,6000,5100,0,0,0,0,0,0,0,0,58200,55460,2338900,1114100,0,0,0,0,0,
600018.SH,600018,20251209,91510000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,9700,1400,0,0,0,0,0,0,0,0,58280,55440,2723200,1233600,0,0,0,0,0,
600018.SH,600018,20251209,91513000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,9900,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,9900,3300,0,0,0,0,0,0,0,0,58190,55350,3271300,1582500,0,0,0,0,0,
600018.SH,600018,20251209,91516000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,10400,3000,0,0,0,0,0,0,0,0,58210,55310,3572000,1920000,0,0,0,0,0,
600018.SH,600018,20251209,91519000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,10400,23100,0,0,0,0,0,0,0,0,58200,55310,3922600,2157600,0,0,0,0,0,
600018.SH,600018,20251209,91522000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,10400,23700,0,0,0,0,0,0,0,0,58190,55300,4116701,2297900,0,0,0,0,0,
600018.SH,600018,20251209,91525000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58200,55280,4287401,2382500,0,0,0,0,0,
600018.SH,600018,20251209,91528000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58200,55280,4287601,2383700,0,0,0,0,0,
600018.SH,600018,20251209,91531000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58190,55260,4298401,2394500,0,0,0,0,0,
600018.SH,600018,20251209,91534000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58190,55260,4298901,2395400,0,0,0,0,0,
600018.SH,600018,20251209,91537000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58190,55260,4299201,2396100,0,0,0,0,0,
600018.SH,600018,20251209,91543000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58190,55260,4299701,2396100,0,0,0,0,0,
600018.SH,600018,20251209,91546000,0,0,0,0,0,,,0,0,0,0,0,56100,56100,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,56100,0,0,0,0,0,0,0,0,0,18000,16200,0,0,0,0,0,0,0,0,58190,55270,4305701,2408100,0,0,0,0,0,
