万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
000036.SZ,000036,20251209,81612000,0,0,0,0,0,,,0,0,0,0,0,47200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91500000,0,0,0,0,0,,,0,0,0,0,0,47200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91509000,0,0,0,0,0,,,0,0,0,0,0,47200,47100,0,0,0,0,0,0,0,0,0,9200,0,0,0,0,0,0,0,0,0,47100,0,0,0,0,0,0,0,0,0,9200,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91518000,0,0,0,0,0,,,0,0,0,0,0,47200,47100,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,47100,0,0,0,0,0,0,0,0,0,9600,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91536000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,94700,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,94700,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91554000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,95100,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,95100,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91603000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,95100,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,95100,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91657000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,95100,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,95100,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91724000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,95100,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,95100,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91751000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,100800,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,100800,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91800000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,100900,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,100900,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91827000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,101400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,101400,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91845000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,101400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,101400,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91854000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,101400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,101400,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91912000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,102400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,102400,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91930000,0,0,0,0,0,,,0,0,0,0,0,47200,46700,0,0,0,0,0,0,0,0,0,55400,0,0,0,0,0,0,0,0,0,46700,0,0,0,0,0,0,0,0,0,55400,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,91939000,0,0,0,0,0,,,0,0,0,0,0,47200,46700,0,0,0,0,0,0,0,0,0,55400,0,0,0,0,0,0,0,0,0,46700,0,0,0,0,0,0,0,0,0,55400,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92009000,0,0,0,0,0,,,0,0,0,0,0,47200,46700,0,0,0,0,0,0,0,0,0,55500,0,0,0,0,0,0,0,0,0,46700,0,0,0,0,0,0,0,0,0,55500,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92018000,0,0,0,0,0,,,0,0,0,0,0,47200,46700,0,0,0,0,0,0,0,0,0,55600,0,0,0,0,0,0,0,0,0,46700,0,0,0,0,0,0,0,0,0,55600,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92027000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,77400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,77400,35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92121000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,77400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,77400,37900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92139000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,77400,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,77400,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92148000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,79900,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,79900,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92157000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,79900,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,79900,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000036.SZ,000036,20251209,92215000,0,0,0,0,0,,,0,0,0,0,0,47200,46600,0,0,0,0,0,0,0,0,0,79900,0,0,0,0,0,0,0,0,0,46600,0,0,0,0,0,0,0,0,0,79900,40400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
