万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
600022.SH,600022,20251209,84507000,0,0,0,0,0,,,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600022.SH,600022,20251209,91401000,0,0,0,0,0,,,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600022.SH,600022,20251209,91501000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,1700,843800,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,15480,15080,17264100,20068600,0,0,0,0,0,
600022.SH,600022,20251209,91504000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,12000,937200,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,15540,15050,20848725,23701700,0,0,0,0,0,
600022.SH,600022,20251209,91507000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,14200,947700,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,14200,0,0,0,0,0,0,0,0,0,15640,15040,25764825,27744100,0,0,0,0,0,
600022.SH,600022,20251209,91510000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,17200,1123800,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,17200,0,0,0,0,0,0,0,0,0,15650,15030,30561425,30493400,0,0,0,0,0,
600022.SH,600022,20251209,91513000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,17700,1149060,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,17700,0,0,0,0,0,0,0,0,0,15660,15020,31651585,33377200,0,0,0,0,0,
600022.SH,600022,20251209,91516000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,17800,1151060,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,17800,0,0,0,0,0,0,0,0,0,15680,15010,33209085,34392400,0,0,0,0,0,
600022.SH,600022,20251209,91519000,0,0,0,0,0,,,0,0,0,0,0,15300,15300,0,0,0,0,0,0,0,0,0,25000,1146770,0,0,0,0,0,0,0,0,15300,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,15670,15010,34935995,35679500,0,0,0,0,0,
600022.SH,600022,20251209,91522000,0,0,0,0,0,,,0,0,0,0,0,15300,15200,0,0,0,0,0,0,0,0,0,114970,0,0,0,0,0,0,0,0,0,15200,0,0,0,0,0,0,0,0,0,114970,9596030,0,0,0,0,0,0,0,0,15670,15010,35670795,38161400,0,0,0,0,0,
