万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
000050.SZ,000050,20251209,91500040,0,561,0,S,95300,300,
000050.SZ,000050,20251209,91500040,0,562,0,S,98500,300,
000050.SZ,000050,20251209,91500040,0,563,0,S,101500,300,
000050.SZ,000050,20251209,91500040,0,564,0,B,85800,300,
000050.SZ,000050,20251209,91500050,0,701,0,B,91000,1000,
000050.SZ,000050,20251209,91500050,0,1074,0,S,101500,1000,
000050.SZ,000050,20251209,91500050,0,1084,0,S,96900,3300,
000050.SZ,000050,20251209,91500060,0,2344,0,B,93700,300,
000050.SZ,000050,20251209,91500070,0,6503,0,B,90800,1300,
000050.SZ,000050,20251209,91500070,0,6907,0,S,95000,200,
000050.SZ,000050,20251209,91500070,0,6909,0,S,98000,200,
000050.SZ,000050,20251209,91500070,0,6910,0,S,101500,200,
000050.SZ,000050,20251209,91500070,0,7464,0,S,94500,1000,
000050.SZ,000050,20251209,91500070,0,8192,0,S,96900,1000,
000050.SZ,000050,20251209,91500070,0,8324,0,S,95900,1000,
000050.SZ,000050,20251209,91500070,0,8326,0,S,95400,1000,
000050.SZ,000050,20251209,91500070,0,8328,0,S,94900,1000,
000050.SZ,000050,20251209,91500070,0,8488,0,S,94400,1000,
000050.SZ,000050,20251209,91500070,0,8490,0,S,93900,1000,
000050.SZ,000050,20251209,91500080,0,8818,0,S,92300,1400,
000050.SZ,000050,20251209,91500080,0,9176,0,B,86400,200,
000050.SZ,000050,20251209,91500080,0,9178,0,B,87900,200,
000050.SZ,000050,20251209,91500080,0,10092,0,S,101500,500,
000050.SZ,000050,20251209,91500080,0,10179,0,B,83100,500,
000050.SZ,000050,20251209,91500080,0,12433,0,S,100000,100,
000050.SZ,000050,20251209,91500090,0,13786,0,S,101400,2500,
000050.SZ,000050,20251209,91500090,0,13955,0,S,101300,4000,
000050.SZ,000050,20251209,91500090,0,14408,0,S,99700,200,
000050.SZ,000050,20251209,91500090,0,14409,0,S,101500,200,
000050.SZ,000050,20251209,91500090,0,14670,0,S,101500,1500,
000050.SZ,000050,20251209,91500090,0,15456,0,S,101500,100,
000050.SZ,000050,20251209,91500100,0,16930,0,S,98000,2700,
000050.SZ,000050,20251209,91500100,0,16961,0,S,101500,2100,
000050.SZ,000050,20251209,91500100,0,18336,0,S,101300,2000,
000050.SZ,000050,20251209,91500100,0,19202,0,S,101500,500,
000050.SZ,000050,20251209,91500100,0,19452,0,S,98100,1000,
000050.SZ,000050,20251209,91500110,0,20400,0,S,95200,1200,
000050.SZ,000050,20251209,91500110,0,20666,0,S,101300,100,
000050.SZ,000050,20251209,91500110,0,21469,0,S,94900,1000,
000050.SZ,000050,20251209,91500110,0,21622,0,S,101500,1000,
000050.SZ,000050,20251209,91500110,0,21895,0,S,101500,7200,
000050.SZ,000050,20251209,91500120,0,24426,0,S,101500,1000,
000050.SZ,000050,20251209,91500120,0,24881,0,S,95200,1000,
000050.SZ,000050,20251209,91500120,0,24882,0,B,91000,1000,
000050.SZ,000050,20251209,91500130,0,27581,0,S,101500,100,
000050.SZ,000050,20251209,91500130,0,27603,0,B,83800,100,
000050.SZ,000050,20251209,91500130,0,27676,0,S,101000,1000,
000050.SZ,000050,20251209,91500130,0,27761,0,S,101500,1300,
000050.SZ,000050,20251209,91500130,0,28326,0,S,101000,1900,
000050.SZ,000050,20251209,91500130,0,29412,0,S,101500,3700,
000050.SZ,000050,20251209,91500130,0,29479,0,S,97000,400,
000050.SZ,000050,20251209,91500140,0,30005,0,S,93600,100,
000050.SZ,000050,20251209,91500140,0,30006,0,S,94900,100,
000050.SZ,000050,20251209,91500140,0,30720,0,S,101000,100,
000050.SZ,000050,20251209,91500140,0,31660,0,S,101500,1300,
000050.SZ,000050,20251209,91500140,0,31662,0,S,98500,1100,
000050.SZ,000050,20251209,91500140,0,32335,0,S,95100,2000,
000050.SZ,000050,20251209,91500150,0,35553,0,S,101500,500,
000050.SZ,000050,20251209,91500160,0,36755,0,S,101500,1000,
000050.SZ,000050,20251209,91500160,0,38459,0,S,92300,100,
000050.SZ,000050,20251209,91500160,0,38583,0,B,92400,5600,
000050.SZ,000050,20251209,91500160,0,38639,0,B,92300,11300,
000050.SZ,000050,20251209,91500160,0,39206,0,S,101500,400,
000050.SZ,000050,20251209,91500160,0,39377,0,S,98700,1500,
000050.SZ,000050,20251209,91500160,0,39378,0,S,96900,1500,
000050.SZ,000050,20251209,91500160,0,39493,0,S,101000,1700,
000050.SZ,000050,20251209,91500170,0,39770,0,S,101500,500,
000050.SZ,000050,20251209,91500170,0,41403,0,S,96300,17500,
000050.SZ,000050,20251209,91500170,0,41673,0,S,93000,1000,
000050.SZ,000050,20251209,91500170,0,41674,0,S,93500,1000,
000050.SZ,000050,20251209,91500170,0,41689,0,S,93000,10000,
000050.SZ,000050,20251209,91500170,0,42408,0,S,101500,6000,
000050.SZ,000050,20251209,91500180,0,42942,0,B,91100,1000,
000050.SZ,000050,20251209,91500180,0,44125,0,S,94400,100,
000050.SZ,000050,20251209,91500180,0,44224,0,S,101000,13400,
000050.SZ,000050,20251209,91500190,0,46085,0,S,96500,1500,
000050.SZ,000050,20251209,91500190,0,47210,0,S,99000,200,
000050.SZ,000050,20251209,91500200,0,49419,0,S,94500,1000,
000050.SZ,000050,20251209,91500200,0,49422,0,S,95000,1000,
000050.SZ,000050,20251209,91500200,0,49444,0,S,95500,1000,
000050.SZ,000050,20251209,91500200,0,49445,0,S,96000,1000,
000050.SZ,000050,20251209,91500200,0,49466,0,S,96500,1000,
000050.SZ,000050,20251209,91500200,0,49999,0,B,83100,600,
000050.SZ,000050,20251209,91500200,0,50071,0,B,85000,600,
000050.SZ,000050,20251209,91500200,0,50444,0,B,91800,1300,
000050.SZ,000050,20251209,91500200,0,50665,0,B,90700,3400,
000050.SZ,000050,20251209,91500210,0,51881,0,S,93900,3000,
000050.SZ,000050,20251209,91500210,0,51886,0,B,91100,3000,
000050.SZ,000050,20251209,91500210,0,52821,0,B,87600,100,
000050.SZ,000050,20251209,91500220,0,53195,0,S,97900,200,
000050.SZ,000050,20251209,91500220,0,53747,0,B,83200,100,
000050.SZ,000050,20251209,91500220,0,55014,0,S,98800,7000,
000050.SZ,000050,20251209,91500220,0,55085,0,B,91600,100,
000050.SZ,000050,20251209,91500230,0,55240,0,S,101500,300,
000050.SZ,000050,20251209,91500230,0,55242,0,S,99900,300,
000050.SZ,000050,20251209,91500230,0,55243,0,S,95900,200,
000050.SZ,000050,20251209,91500230,0,56768,0,B,92200,2000,
000050.SZ,000050,20251209,91500230,0,57037,0,S,94300,2000,
000050.SZ,000050,20251209,91500240,0,57261,0,S,94500,500,
000050.SZ,000050,20251209,91500240,0,57262,0,S,95000,500,
000050.SZ,000050,20251209,91500240,0,57263,0,S,95500,500,
000050.SZ,000050,20251209,91500240,0,57264,0,S,96000,500,
000050.SZ,000050,20251209,91500240,0,57265,0,S,96500,500,
000050.SZ,000050,20251209,91500240,0,57266,0,S,97000,500,
000050.SZ,000050,20251209,91500240,0,57267,0,S,97500,500,
000050.SZ,000050,20251209,91500240,0,57268,0,S,98000,500,
000050.SZ,000050,20251209,91500240,0,57269,0,S,98500,500,
000050.SZ,000050,20251209,91500240,0,57270,0,S,99000,500,
000050.SZ,000050,20251209,91500240,0,57271,0,S,99500,500,
000050.SZ,000050,20251209,91500240,0,57272,0,S,100000,400,
000050.SZ,000050,20251209,91500240,0,57274,0,B,92000,500,
000050.SZ,000050,20251209,91500240,0,57275,0,B,91500,500,
000050.SZ,000050,20251209,91500240,0,57276,0,B,91000,500,
000050.SZ,000050,20251209,91500240,0,57277,0,B,90500,500,
000050.SZ,000050,20251209,91500240,0,57278,0,B,90000,500,
000050.SZ,000050,20251209,91500240,0,58207,0,S,96400,100,
000050.SZ,000050,20251209,91500240,0,58209,0,S,96000,100,
000050.SZ,000050,20251209,91500250,0,59407,0,S,101500,600,
000050.SZ,000050,20251209,91500250,0,60136,0,S,101500,10000,
000050.SZ,000050,20251209,91500250,0,60137,0,S,100000,10000,
000050.SZ,000050,20251209,91500250,0,60138,0,S,98500,10000,
000050.SZ,000050,20251209,91500250,0,60139,0,S,97000,10000,
000050.SZ,000050,20251209,91500250,0,60152,0,S,95500,10000,
000050.SZ,000050,20251209,91500250,0,60153,0,S,94900,5000,
000050.SZ,000050,20251209,91500250,0,60154,0,S,94300,5000,
000050.SZ,000050,20251209,91500250,0,60157,0,B,91500,5000,
000050.SZ,000050,20251209,91500250,0,60376,0,B,83100,1000,
000050.SZ,000050,20251209,91500260,0,60476,0,S,101300,1800,
000050.SZ,000050,20251209,91500260,0,60615,0,S,96700,600,
000050.SZ,000050,20251209,91500270,0,62067,0,S,101500,300,
000050.SZ,000050,20251209,91500270,0,62498,0,S,94900,300,
000050.SZ,000050,20251209,91500280,0,63364,0,S,98800,6000,
000050.SZ,000050,20251209,91500280,0,64390,0,S,101500,1000,
000050.SZ,000050,20251209,91500290,0,64783,0,S,99800,5000,
000050.SZ,000050,20251209,91500300,0,66322,0,S,101500,3000,
000050.SZ,000050,20251209,91500300,0,66323,0,S,101000,500,
000050.SZ,000050,20251209,91500300,0,66324,0,S,100500,500,
000050.SZ,000050,20251209,91500300,0,66325,0,S,100000,500,
000050.SZ,000050,20251209,91500300,0,66419,0,S,99500,500,
000050.SZ,000050,20251209,91500300,0,66420,0,S,99000,500,
000050.SZ,000050,20251209,91500300,0,66421,0,S,98500,500,
000050.SZ,000050,20251209,91500300,0,66422,0,S,98000,500,
000050.SZ,000050,20251209,91500300,0,67004,0,S,101500,1000,
000050.SZ,000050,20251209,91500300,0,67580,0,S,97800,900,
000050.SZ,000050,20251209,91500300,0,67845,0,S,100000,2000,
000050.SZ,000050,20251209,91500300,0,67846,0,S,101500,1000,
000050.SZ,000050,20251209,91500300,0,67862,0,S,99700,8700,
000050.SZ,000050,20251209,91500300,0,67863,0,S,98700,8700,
000050.SZ,000050,20251209,91500300,0,67864,0,S,100700,8800,
000050.SZ,000050,20251209,91500300,0,67865,0,S,101500,8800,
000050.SZ,000050,20251209,91500310,0,68985,0,B,90800,300,
000050.SZ,000050,20251209,91500310,0,69185,0,B,90500,600,
000050.SZ,000050,20251209,91500310,0,69310,0,B,90100,200,
000050.SZ,000050,20251209,91500320,0,70219,0,S,97500,500,
000050.SZ,000050,20251209,91500320,0,70244,0,S,97000,500,
000050.SZ,000050,20251209,91500320,0,70245,0,S,96500,500,
000050.SZ,000050,20251209,91500320,0,70246,0,S,96000,500,
000050.SZ,000050,20251209,91500320,0,70247,0,S,95500,500,
000050.SZ,000050,20251209,91500320,0,70248,0,S,95300,500,
000050.SZ,000050,20251209,91500320,0,70496,0,S,100800,2000,
000050.SZ,000050,20251209,91500320,0,70525,0,S,93000,300,
000050.SZ,000050,20251209,91500320,0,70819,0,S,98200,500,
000050.SZ,000050,20251209,91500320,0,71237,0,B,84800,1000,
000050.SZ,000050,20251209,91500330,0,72037,0,B,90200,100,
000050.SZ,000050,20251209,91500340,0,74774,0,S,101500,2000,
000050.SZ,000050,20251209,91500350,0,74869,0,S,101400,1500,
000050.SZ,000050,20251209,91500350,0,75540,0,S,101000,500,
000050.SZ,000050,20251209,91500350,0,75541,0,B,87500,500,
000050.SZ,000050,20251209,91500370,0,77750,0,S,95400,4100,
000050.SZ,000050,20251209,91500370,0,77751,0,S,95800,1000,
000050.SZ,000050,20251209,91500370,0,77752,0,S,97200,3200,
000050.SZ,000050,20251209,91500370,0,77942,0,S,101500,800,
000050.SZ,000050,20251209,91500370,0,78303,0,S,101500,1000,
000050.SZ,000050,20251209,91500380,0,78928,0,S,101000,900,
000050.SZ,000050,20251209,91500380,0,79474,0,B,92300,100,
000050.SZ,000050,20251209,91500400,0,81147,0,S,93200,6600,
000050.SZ,000050,20251209,91500410,0,82466,0,B,92000,600,
000050.SZ,000050,20251209,91500410,0,82467,0,B,91000,600,
000050.SZ,000050,20251209,91500410,0,82510,0,B,92400,200,
000050.SZ,000050,20251209,91500410,0,83068,0,B,92400,100,
000050.SZ,000050,20251209,91500430,0,84629,0,S,91900,500,
000050.SZ,000050,20251209,91500430,0,85409,0,S,101400,2700,
000050.SZ,000050,20251209,91500440,0,86066,0,S,101500,1900,
000050.SZ,000050,20251209,91500440,0,86067,0,S,101000,1800,
000050.SZ,000050,20251209,91500440,0,86068,0,S,100500,1700,
000050.SZ,000050,20251209,91500440,0,86069,0,S,100000,1600,
000050.SZ,000050,20251209,91500440,0,86070,0,S,99500,1600,
000050.SZ,000050,20251209,91500440,0,86071,0,S,99000,1500,
000050.SZ,000050,20251209,91500440,0,86072,0,S,98500,1400,
000050.SZ,000050,20251209,91500440,0,86073,0,S,98000,1300,
000050.SZ,000050,20251209,91500440,0,86074,0,S,97500,1200,
000050.SZ,000050,20251209,91500440,0,86075,0,S,97000,1100,
000050.SZ,000050,20251209,91500440,0,86076,0,S,96500,1100,
000050.SZ,000050,20251209,91500440,0,86077,0,S,96000,1700,
000050.SZ,000050,20251209,91500440,0,86078,0,S,95500,1600,
000050.SZ,000050,20251209,91500440,0,86079,0,S,95000,1600,
000050.SZ,000050,20251209,91500440,0,86080,0,S,94700,1500,
000050.SZ,000050,20251209,91500440,0,86133,0,S,101500,500,
000050.SZ,000050,20251209,91500460,0,88981,0,S,101500,1500,
000050.SZ,000050,20251209,91500480,0,90491,0,S,101500,60000,
000050.SZ,000050,20251209,91500490,0,91822,0,S,95900,3300,
000050.SZ,000050,20251209,91500490,0,91965,0,S,93500,900,
000050.SZ,000050,20251209,91500500,0,92953,0,S,101500,6000,
000050.SZ,000050,20251209,91500500,0,93276,0,S,94400,4900,
000050.SZ,000050,20251209,91500500,0,93320,0,B,91900,1100,
000050.SZ,000050,20251209,91500510,0,93892,0,S,94900,2100,
000050.SZ,000050,20251209,91500530,0,95823,0,S,93900,5000,
000050.SZ,000050,20251209,91500530,0,96595,0,S,94400,2700,
000050.SZ,000050,20251209,91500550,0,97927,0,B,83100,300,
000050.SZ,000050,20251209,91500550,0,98058,0,S,98600,200,
000050.SZ,000050,20251209,91500550,0,98073,0,S,101500,3000,
000050.SZ,000050,20251209,91500560,0,98814,0,S,101500,1900,
000050.SZ,000050,20251209,91500560,0,98815,0,S,101000,1800,
000050.SZ,000050,20251209,91500560,0,98818,0,S,100500,1700,
000050.SZ,000050,20251209,91500560,0,98838,0,S,100000,1400,
000050.SZ,000050,20251209,91500560,0,98860,0,S,99500,1500,
000050.SZ,000050,20251209,91500560,0,98861,0,S,99000,1600,
000050.SZ,000050,20251209,91500560,0,98862,0,S,98500,1300,
000050.SZ,000050,20251209,91500560,0,98863,0,S,98000,1200,
000050.SZ,000050,20251209,91500560,0,98878,0,S,97500,1100,
000050.SZ,000050,20251209,91500560,0,98879,0,S,97000,1000,
000050.SZ,000050,20251209,91500560,0,98880,0,S,96500,1000,
000050.SZ,000050,20251209,91500560,0,98883,0,S,96000,1000,
000050.SZ,000050,20251209,91500560,0,98886,0,S,95500,1000,
000050.SZ,000050,20251209,91500560,0,98887,0,S,95000,1000,
000050.SZ,000050,20251209,91500560,0,98952,0,S,94500,1900,
000050.SZ,000050,20251209,91500560,0,99163,0,S,101500,15000,
000050.SZ,000050,20251209,91500570,0,100312,0,S,95400,4000,
000050.SZ,000050,20251209,91500570,0,100935,0,S,101500,500,
000050.SZ,000050,20251209,91500570,0,101041,0,B,83100,10000,
000050.SZ,000050,20251209,91500570,0,101042,0,B,90800,3000,
000050.SZ,000050,20251209,91500580,0,101177,0,S,98500,2000,
000050.SZ,000050,20251209,91500580,0,101314,0,S,101200,1500,
000050.SZ,000050,20251209,91500580,0,101349,0,S,94300,5000,
000050.SZ,000050,20251209,91500580,0,101350,0,S,96300,5000,
000050.SZ,000050,20251209,91500580,0,101648,0,S,97500,200,
000050.SZ,000050,20251209,91500580,0,101649,0,S,98500,200,
000050.SZ,000050,20251209,91500580,0,101652,0,S,101000,200,
000050.SZ,000050,20251209,91500580,0,101653,0,S,100000,200,
000050.SZ,000050,20251209,91500580,0,101656,0,S,98000,200,
000050.SZ,000050,20251209,91500580,0,101890,0,B,88000,1000,
000050.SZ,000050,20251209,91500590,0,102797,0,S,97500,200,
000050.SZ,000050,20251209,91500590,0,102799,0,S,98500,200,
000050.SZ,000050,20251209,91500590,0,102800,0,S,99500,200,
000050.SZ,000050,20251209,91500590,0,102802,0,S,101500,200,
000050.SZ,000050,20251209,91500590,0,102803,0,S,101000,200,
000050.SZ,000050,20251209,91500590,0,102804,0,S,100000,200,
000050.SZ,000050,20251209,91500590,0,102896,0,S,100800,200,
000050.SZ,000050,20251209,91500590,0,102898,0,S,101500,200,
000050.SZ,000050,20251209,91500600,0,102913,0,S,99500,200,
000050.SZ,000050,20251209,91500600,0,102914,0,S,101500,200,
000050.SZ,000050,20251209,91500600,0,103366,0,S,101500,500,
000050.SZ,000050,20251209,91500600,0,103713,0,S,98000,200,
000050.SZ,000050,20251209,91500600,0,103715,0,S,101500,200,
000050.SZ,000050,20251209,91500610,0,104777,0,B,86400,100,
000050.SZ,000050,20251209,91500610,0,104782,0,S,101500,100,
000050.SZ,000050,20251209,91500610,0,104916,0,B,90700,500,
000050.SZ,000050,20251209,91500610,0,105051,0,S,98000,1000,
000050.SZ,000050,20251209,91500630,0,106122,0,B,83800,400,
000050.SZ,000050,20251209,91500630,0,106600,0,S,96600,300,
000050.SZ,000050,20251209,91500630,0,106601,0,S,97600,500,
000050.SZ,000050,20251209,91500630,0,106602,0,B,88800,300,
000050.SZ,000050,20251209,91500630,0,106965,0,B,90900,5000,
000050.SZ,000050,20251209,91500630,0,106966,0,B,90500,5000,
000050.SZ,000050,20251209,91500640,0,107123,0,S,99600,6000,
000050.SZ,000050,20251209,91500650,0,108169,0,S,95300,1200,
000050.SZ,000050,20251209,91500650,0,108475,0,S,101500,800,
000050.SZ,000050,20251209,91500650,0,108486,0,S,101000,300,
000050.SZ,000050,20251209,91500650,0,108498,0,S,100500,300,
000050.SZ,000050,20251209,91500650,0,108499,0,S,100000,300,
000050.SZ,000050,20251209,91500650,0,108516,0,S,99500,300,
000050.SZ,000050,20251209,91500650,0,108517,0,S,99000,300,
000050.SZ,000050,20251209,91500650,0,108518,0,S,98500,300,
000050.SZ,000050,20251209,91500650,0,108519,0,S,98000,200,
000050.SZ,000050,20251209,91500650,0,108528,0,S,97500,200,
000050.SZ,000050,20251209,91500650,0,108529,0,S,97000,200,
000050.SZ,000050,20251209,91500650,0,108531,0,S,96500,200,
000050.SZ,000050,20251209,91500660,0,109292,0,S,94700,5000,
000050.SZ,000050,20251209,91500660,0,109344,0,S,101500,1500,
000050.SZ,000050,20251209,91500660,0,109403,0,S,96000,1100,
000050.SZ,000050,20251209,91500660,0,109512,0,S,95500,500,
000050.SZ,000050,20251209,91500660,0,109513,0,S,96000,500,
000050.SZ,000050,20251209,91500660,0,109721,0,B,91500,600,
000050.SZ,000050,20251209,91500670,0,110959,0,B,88800,100,
000050.SZ,000050,20251209,91500670,0,110960,0,B,84800,100,
000050.SZ,000050,20251209,91500670,0,110979,0,B,92000,500,
000050.SZ,000050,20251209,91500680,0,111147,0,S,94800,2200,
000050.SZ,000050,20251209,91500690,0,112127,0,S,92900,1000,
000050.SZ,000050,20251209,91500710,0,113735,0,S,101500,200,
000050.SZ,000050,20251209,91500720,0,114939,0,S,101500,500,
000050.SZ,000050,20251209,91500740,0,116253,0,S,99800,6000,
000050.SZ,000050,20251209,91500760,0,117748,0,S,93100,300,
000050.SZ,000050,20251209,91500760,0,117750,0,S,94100,300,
000050.SZ,000050,20251209,91500770,0,119210,0,B,91400,1000,
000050.SZ,000050,20251209,91500780,0,119234,0,B,91100,1000,
000050.SZ,000050,20251209,91500780,0,119497,0,S,101500,100,
000050.SZ,000050,20251209,91500780,0,119876,0,S,100100,200,
000050.SZ,000050,20251209,91500780,0,119882,0,S,95100,200,
000050.SZ,000050,20251209,91500790,0,120383,0,S,101500,5900,
000050.SZ,000050,20251209,91500790,0,120538,0,S,101500,300,
000050.SZ,000050,20251209,91500800,0,120961,0,S,101000,1800,
000050.SZ,000050,20251209,91500800,0,120962,0,S,100500,1700,
000050.SZ,000050,20251209,91500800,0,120963,0,S,100000,1600,
000050.SZ,000050,20251209,91500800,0,120964,0,S,99500,1500,
000050.SZ,000050,20251209,91500800,0,120965,0,S,99000,1400,
000050.SZ,000050,20251209,91500800,0,120966,0,S,98500,1300,
000050.SZ,000050,20251209,91500800,0,120967,0,S,98000,1200,
000050.SZ,000050,20251209,91500800,0,120968,0,S,97500,1200,
000050.SZ,000050,20251209,91500800,0,120969,0,S,97000,1100,
000050.SZ,000050,20251209,91500800,0,120984,0,S,93300,1500,
000050.SZ,000050,20251209,91500800,0,121007,0,B,91200,1500,
000050.SZ,000050,20251209,91500820,0,122805,0,S,95400,5500,
000050.SZ,000050,20251209,91500830,0,123207,0,S,96500,1100,
000050.SZ,000050,20251209,91500830,0,123255,0,S,96000,1000,
000050.SZ,000050,20251209,91500830,0,123294,0,S,95500,1900,
000050.SZ,000050,20251209,91500830,0,123295,0,S,95000,1800,
000050.SZ,000050,20251209,91500830,0,123296,0,S,94500,1700,
000050.SZ,000050,20251209,91500830,0,123297,0,S,94000,1600,
000050.SZ,000050,20251209,91500830,0,123298,0,S,93500,1400,
000050.SZ,000050,20251209,91500850,0,124723,0,S,96000,1000,
000050.SZ,000050,20251209,91500850,0,124823,0,S,101400,1000,
000050.SZ,000050,20251209,91500860,0,125671,0,B,86000,100,
000050.SZ,000050,20251209,91500860,0,125672,0,S,98000,100,
000050.SZ,000050,20251209,91500860,0,125816,0,S,93400,2400,
000050.SZ,000050,20251209,91500880,0,127481,0,B,89700,500,
