万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
000050.SZ,000050,20251209,81615000,0,0,0,0,0,,,0,0,0,0,0,92300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91500000,0,0,0,0,0,,,0,0,0,0,0,92300,92300,0,0,0,0,0,0,0,0,0,300,1100,0,0,0,0,0,0,0,0,92300,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91509000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,6700,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91518000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,6900,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91536000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,6900,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91554000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,6900,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,6900,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91621000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,7300,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,7300,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91706000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,7600,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91818000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,7600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91903000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,8800,500,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91912000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,8800,600,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,91921000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,7700,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,7700,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,92009000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,7800,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,92018000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,9700,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,92027000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,9700,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,92045000,0,0,0,0,0,,,0,0,0,0,0,92300,92400,0,0,0,0,0,0,0,0,0,9700,0,0,0,0,0,0,0,0,0,92400,0,0,0,0,0,0,0,0,0,9700,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
000050.SZ,000050,20251209,92054000,0,0,0,0,0,,,0,0,0,0,0,92300,92300,0,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,0,0,0,0,92300,0,0,0,0,0,0,0,0,0,17500,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
