万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
000027.SZ,000027,20251209,91500050,0,4264,0,S,72800,29300,
000027.SZ,000027,20251209,91500060,0,6089,0,B,66000,8000,
000027.SZ,000027,20251209,91500060,0,6197,0,S,64300,10300,
000027.SZ,000027,20251209,91500060,0,6699,0,B,65100,1000,
000027.SZ,000027,20251209,91500060,0,6700,0,S,69100,1000,
000027.SZ,000027,20251209,91500060,0,6701,0,B,63600,2000,
000027.SZ,000027,20251209,91500060,0,6702,0,B,62100,2000,
000027.SZ,000027,20251209,91500060,0,6703,0,B,64100,2000,
000027.SZ,000027,20251209,91500060,0,6704,0,S,68100,1000,
000027.SZ,000027,20251209,91500060,0,6705,0,S,67100,1000,
000027.SZ,000027,20251209,91500060,0,6706,0,B,61600,2000,
000027.SZ,000027,20251209,91500060,0,6707,0,B,62600,2000,
000027.SZ,000027,20251209,91500060,0,6708,0,B,61100,2000,
000027.SZ,000027,20251209,91500060,0,6709,0,B,63100,2000,
000027.SZ,000027,20251209,91500060,0,6710,0,S,70100,1000,
000027.SZ,000027,20251209,91500060,0,7620,0,B,66100,100,
000027.SZ,000027,20251209,91500060,0,8098,0,S,67300,25000,
000027.SZ,000027,20251209,91500060,0,8361,0,S,69800,1000,
000027.SZ,000027,20251209,91500060,0,8619,0,S,66800,500,
000027.SZ,000027,20251209,91500060,0,8620,0,B,66100,1000,
000027.SZ,000027,20251209,91500060,0,8782,0,B,65300,5000,
000027.SZ,000027,20251209,91500060,0,8914,0,S,72900,2000,
000027.SZ,000027,20251209,91500070,0,9913,0,S,66700,1800,
000027.SZ,000027,20251209,91500070,0,9914,0,S,66800,1800,
000027.SZ,000027,20251209,91500070,0,9915,0,S,66900,1800,
000027.SZ,000027,20251209,91500070,0,9919,0,S,67000,1800,
000027.SZ,000027,20251209,91500070,0,9921,0,S,67100,1800,
000027.SZ,000027,20251209,91500070,0,9923,0,S,67200,1800,
000027.SZ,000027,20251209,91500070,0,9926,0,S,67300,1800,
000027.SZ,000027,20251209,91500070,0,9928,0,S,66600,1800,
000027.SZ,000027,20251209,91500070,0,9939,0,S,67400,1800,
000027.SZ,000027,20251209,91500070,0,10185,0,S,69000,1100,
000027.SZ,000027,20251209,91500070,0,10186,0,S,71000,1100,
000027.SZ,000027,20251209,91500070,0,10525,0,B,64000,1100,
000027.SZ,000027,20251209,91500070,0,10532,0,B,62000,1100,
000027.SZ,000027,20251209,91500070,0,10602,0,S,66800,1600,
000027.SZ,000027,20251209,91500070,0,10603,0,B,60000,1100,
000027.SZ,000027,20251209,91500070,0,11528,0,S,66300,1000,
000027.SZ,000027,20251209,91500070,0,13264,0,B,65500,50000,
000027.SZ,000027,20251209,91500070,0,13324,0,B,65900,8000,
000027.SZ,000027,20251209,91500070,0,13394,0,B,65800,8000,
000027.SZ,000027,20251209,91500070,0,13405,0,B,59700,3000,
000027.SZ,000027,20251209,91500070,0,13483,0,B,66000,1800,
000027.SZ,000027,20251209,91500070,0,13634,0,B,65700,1800,
000027.SZ,000027,20251209,91500070,0,13636,0,B,65500,1800,
000027.SZ,000027,20251209,91500080,0,14044,0,S,72900,100,
000027.SZ,000027,20251209,91500080,0,14473,0,S,72000,3000,
000027.SZ,000027,20251209,91500080,0,15082,0,B,65200,100,
000027.SZ,000027,20251209,91500080,0,15104,0,B,64600,2000,
000027.SZ,000027,20251209,91500080,0,16279,0,S,72900,400,
000027.SZ,000027,20251209,91500080,0,16347,0,B,64000,400,
000027.SZ,000027,20251209,91500080,0,16348,0,B,60000,400,
000027.SZ,000027,20251209,91500080,0,16714,0,S,72900,1000,
000027.SZ,000027,20251209,91500080,0,17665,0,S,72900,1700,
000027.SZ,000027,20251209,91500090,0,18921,0,S,68600,2000,
000027.SZ,000027,20251209,91500090,0,18922,0,S,70600,2000,
000027.SZ,000027,20251209,91500090,0,19030,0,S,67200,20000,
000027.SZ,000027,20251209,91500090,0,19031,0,S,72900,60000,
000027.SZ,000027,20251209,91500090,0,19039,0,S,67500,1500,
000027.SZ,000027,20251209,91500090,0,19592,0,S,66800,1000,
000027.SZ,000027,20251209,91500090,0,19764,0,B,64000,2000,
000027.SZ,000027,20251209,91500100,0,23017,0,S,72800,100,
