万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
600029.SH,600029,20251209,91400580,0,0,S,I,0,0,
600029.SH,600029,20251209,91500350,0,1891,A,S,74000,500,
600029.SH,600029,20251209,91501250,0,3632,A,S,74000,200,
600029.SH,600029,20251209,91501250,0,3642,A,S,75000,200,
600029.SH,600029,20251209,91501280,0,3661,A,S,76000,200,
600029.SH,600029,20251209,91501280,0,3671,A,S,77000,200,
600029.SH,600029,20251209,91501280,0,3682,A,S,78000,200,
600029.SH,600029,20251209,91501620,0,4931,A,S,70900,300,
600029.SH,600029,20251209,91501710,0,5572,A,B,69000,20000,
600029.SH,600029,20251209,91501710,0,5602,A,S,73000,20000,
600029.SH,600029,20251209,91501710,0,5712,A,S,78100,2600,
600029.SH,600029,20251209,91501750,0,6375,A,S,72300,400,
600029.SH,600029,20251209,91501790,0,6822,A,S,73900,19700,
600029.SH,600029,20251209,91501790,0,7648,A,S,77000,200,
600029.SH,600029,20251209,91501860,0,7825,A,S,71200,300,
600029.SH,600029,20251209,91501860,0,7955,A,B,71300,2000,
600029.SH,600029,20251209,91501860,0,9598,A,S,72000,10100,
600029.SH,600029,20251209,91501860,0,9647,A,B,69000,10100,
600029.SH,600029,20251209,91501860,0,9680,A,B,70000,10100,
600029.SH,600029,20251209,91501980,0,10014,A,S,77000,200,
600029.SH,600029,20251209,91501980,0,10201,A,B,69100,10000,
600029.SH,600029,20251209,91501980,0,10533,A,B,69000,100,
600029.SH,600029,20251209,91502170,0,12177,A,S,78100,100,
600029.SH,600029,20251209,91502170,0,12240,A,S,73900,600,
600029.SH,600029,20251209,91502370,0,12552,A,S,76600,63600,
600029.SH,600029,20251209,91502370,0,12572,A,S,76600,39900,
600029.SH,600029,20251209,91502370,0,12580,A,S,72900,1000,
600029.SH,600029,20251209,91502480,0,14282,A,S,71500,3000,
600029.SH,600029,20251209,91502480,0,14298,A,S,71700,3600,
600029.SH,600029,20251209,91502480,0,14314,A,B,70300,3000,
600029.SH,600029,20251209,91502480,0,14325,A,S,74700,2800,
600029.SH,600029,20251209,91502480,0,14327,A,B,69800,3000,
600029.SH,600029,20251209,91502480,0,14343,A,B,70100,3000,
600029.SH,600029,20251209,91502560,0,16771,A,B,69400,300,
600029.SH,600029,20251209,91502560,0,16951,A,B,70200,2400,
600029.SH,600029,20251209,91502680,0,17110,A,S,77700,200,
600029.SH,600029,20251209,91502830,0,19846,A,S,74700,2400,
600029.SH,600029,20251209,91502830,0,20637,A,S,76600,3000,
600029.SH,600029,20251209,91502960,0,21576,A,B,68600,1000,
600029.SH,600029,20251209,91502960,0,21601,A,B,68100,1000,
600029.SH,600029,20251209,91502960,0,21886,A,S,74800,20000,
600029.SH,600029,20251209,91502960,0,21933,A,S,75900,100,
600029.SH,600029,20251209,91502960,0,21949,A,B,68100,100,
600029.SH,600029,20251209,91502960,0,21950,A,B,63900,100,
600029.SH,600029,20251209,91503100,0,23908,A,S,71200,400,
600029.SH,600029,20251209,91503230,0,26139,A,S,72900,100,
600029.SH,600029,20251209,91503230,0,26355,A,S,77100,2100,
600029.SH,600029,20251209,91503230,0,26884,A,S,73100,3000,
600029.SH,600029,20251209,91503230,0,26893,A,B,69500,3500,
600029.SH,600029,20251209,91503350,0,27098,A,S,72700,2400,
600029.SH,600029,20251209,91503350,0,27765,A,B,66000,500,
600029.SH,600029,20251209,91503350,0,28452,A,B,68500,200,
600029.SH,600029,20251209,91503480,0,28954,A,B,67100,1000,
600029.SH,600029,20251209,91503480,0,28965,A,S,71900,1000,
600029.SH,600029,20251209,91503480,0,28974,A,S,74900,1000,
600029.SH,600029,20251209,91503480,0,29115,A,S,73400,1000,
600029.SH,600029,20251209,91503480,0,29149,A,S,73900,1000,
600029.SH,600029,20251209,91503480,0,29496,A,S,72400,300,
600029.SH,600029,20251209,91503480,0,29879,A,S,74500,600,
600029.SH,600029,20251209,91503480,0,30372,A,S,72000,3000,
600029.SH,600029,20251209,91503480,0,30374,A,B,69000,1000,
600029.SH,600029,20251209,91503610,0,32554,A,S,73500,3000,
600029.SH,600029,20251209,91503610,0,32777,A,S,78100,800,
600029.SH,600029,20251209,91503870,0,35095,A,S,71100,20000,
600029.SH,600029,20251209,91503870,0,35105,A,S,71400,20000,
600029.SH,600029,20251209,91503870,0,35118,A,S,71700,20000,
600029.SH,600029,20251209,91503870,0,35132,A,S,72000,20000,
600029.SH,600029,20251209,91503870,0,35133,A,S,72300,20000,
600029.SH,600029,20251209,91503870,0,35134,A,S,72600,10000,
600029.SH,600029,20251209,91503870,0,35135,A,S,72900,10000,
