万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量,
600051.SH,600051,20251209,91400500,0,0,S,I,0,0,
600051.SH,600051,20251209,91500390,0,2389,A,S,79900,10000,
600051.SH,600051,20251209,91500440,0,2998,A,S,85000,100,
600051.SH,600051,20251209,91500520,0,3489,A,S,80900,10000,
600051.SH,600051,20251209,91501790,0,8759,A,S,78000,28100,
600051.SH,600051,20251209,91501850,0,9453,A,S,85000,200,
600051.SH,600051,20251209,91501960,0,12577,A,S,81800,10000,
600051.SH,600051,20251209,91502080,0,13988,A,S,85000,10000,
600051.SH,600051,20251209,91502080,0,13995,A,S,81100,10000,
600051.SH,600051,20251209,91502490,0,16935,A,S,78200,200,
600051.SH,600051,20251209,91502860,0,23687,A,S,84600,2700,
600051.SH,600051,20251209,91502860,0,24050,A,S,78000,1000,
600051.SH,600051,20251209,91503020,0,24628,A,B,74100,200,
600051.SH,600051,20251209,91503020,0,24642,A,S,80800,200,
600051.SH,600051,20251209,91503020,0,25285,A,S,79600,1500,
600051.SH,600051,20251209,91503020,0,25307,A,S,81900,2500,
600051.SH,600051,20251209,91503020,0,25372,A,S,84300,3500,
600051.SH,600051,20251209,91503020,0,25393,A,S,85000,1500,
600051.SH,600051,20251209,91503730,0,35205,A,S,84900,1100,
600051.SH,600051,20251209,91503730,0,35224,A,S,84900,1200,
600051.SH,600051,20251209,91503730,0,35562,A,S,85000,100,
600051.SH,600051,20251209,91503870,0,36666,A,S,85000,400,
600051.SH,600051,20251209,91504000,0,38581,A,S,84900,300,
600051.SH,600051,20251209,91504000,0,39567,A,S,84900,2200,
600051.SH,600051,20251209,91504000,0,39577,A,S,84900,100,
600051.SH,600051,20251209,91504140,0,41468,A,S,85000,3500,
600051.SH,600051,20251209,91504310,0,43639,A,S,78500,1100,
600051.SH,600051,20251209,91504310,0,43882,A,B,76000,1500,
600051.SH,600051,20251209,91504310,0,44715,A,B,76600,400,
600051.SH,600051,20251209,91504610,0,47876,A,S,85000,1000,
600051.SH,600051,20251209,91504750,0,50740,A,S,78300,10000,
600051.SH,600051,20251209,91504750,0,50741,A,B,76300,10000,
600051.SH,600051,20251209,91505050,0,53550,A,S,80500,500,
600051.SH,600051,20251209,91505050,0,54243,A,S,85000,6200,
600051.SH,600051,20251209,91505860,0,64682,A,B,75100,500,
600051.SH,600051,20251209,91505860,0,65136,A,B,78500,1300,
600051.SH,600051,20251209,91505990,0,66689,A,S,85000,100,
