万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号,
000088.SZ,000088,20251209,91502250,208360,C,0, ,0,5000,0,185773,
000088.SZ,000088,20251209,91504050,258716,C,0, ,0,2200,206924,0,
000088.SZ,000088,20251209,91506660,281297,C,0, ,0,4000,281296,0,
000088.SZ,000088,20251209,91519630,295840,C,0, ,0,30000,267433,0,
000088.SZ,000088,20251209,91540390,300286,C,0, ,0,2500,27025,0,
000088.SZ,000088,20251209,91814840,345434,C,0, ,0,150000,26038,0,
000088.SZ,000088,20251209,91845620,356511,C,0, ,0,30000,34178,0,
000088.SZ,000088,20251209,91849040,357710,C,0, ,0,3500,350831,0,
000088.SZ,000088,20251209,91900310,361894,C,0, ,0,500,297250,0,
000088.SZ,000088,20251209,91908930,365306,C,0, ,0,3000,288603,0,
000088.SZ,000088,20251209,91910640,365967,C,0, ,0,3000,0,288609,
000088.SZ,000088,20251209,91910750,366009,C,0, ,0,25000,108829,0,
000088.SZ,000088,20251209,91924180,371238,C,0, ,0,524200,0,94062,
000088.SZ,000088,20251209,91932000,374391,C,0, ,0,26800,0,148400,
000088.SZ,000088,20251209,92500000,569780,0,0,B,44500,2200,26564,81124,
000088.SZ,000088,20251209,92500000,569781,0,0,S,44500,500,290807,81124,
000088.SZ,000088,20251209,92500000,569782,0,0,S,44500,100,387182,81124,
000088.SZ,000088,20251209,92500000,569783,0,0,S,44500,1300,555294,81124,
000088.SZ,000088,20251209,92500000,569784,0,0,S,44500,1300,555309,81124,
000088.SZ,000088,20251209,92500000,569785,0,0,S,44500,4100,562715,81124,
000088.SZ,000088,20251209,92500000,569786,0,0,S,44500,100,555218,81124,
000088.SZ,000088,20251209,92500000,569787,0,0,S,44500,100,555767,81124,
000088.SZ,000088,20251209,92500000,569788,0,0,S,44500,100,561204,81124,
000088.SZ,000088,20251209,92500000,569789,0,0,S,44500,100,288936,81124,
000088.SZ,000088,20251209,92500000,569790,0,0,S,44500,100,388544,81124,
000088.SZ,000088,20251209,92500000,569791,0,0,S,44500,100,388934,364664,
000088.SZ,000088,20251209,92500000,569792,0,0,S,44500,3100,545480,387186,
000088.SZ,000088,20251209,92500000,569793,0,0,S,44500,1900,545480,288987,
000088.SZ,000088,20251209,92500000,569794,0,0,S,44500,100,545480,387294,
000088.SZ,000088,20251209,92500000,569795,0,0,S,44500,200,545480,388111,
000088.SZ,000088,20251209,92500000,569796,0,0,B,44500,300,545480,550227,
000088.SZ,000088,20251209,92500000,569797,0,0,S,44500,1000,545480,74246,
000088.SZ,000088,20251209,92500000,569798,0,0,S,44500,300,545480,336817,
000088.SZ,000088,20251209,92500000,569799,0,0,S,44500,1700,545860,336817,
000088.SZ,000088,20251209,92500000,569800,0,0,S,44500,800,541351,336817,
000088.SZ,000088,20251209,92500000,569801,0,0,B,44500,600,190321,336817,
000088.SZ,000088,20251209,92500000,569802,0,0,B,44500,200,190321,342817,
000088.SZ,000088,20251209,92500000,569803,0,0,S,44500,100,190321,5586,
000088.SZ,000088,20251209,92500000,569804,0,0,S,44500,100,190321,9198,
000088.SZ,000088,20251209,92500000,569805,0,0,S,44500,100,551748,9198,
000088.SZ,000088,20251209,92500000,569806,0,0,S,44500,100,552707,9198,
000088.SZ,000088,20251209,92500000,569807,0,0,S,44500,500,59601,9198,
000088.SZ,000088,20251209,92500000,569808,0,0,S,44500,181,95080,9198,
000088.SZ,000088,20251209,92500000,569809,0,0,S,44500,19,239301,9198,
000088.SZ,000088,20251209,92500000,569810,0,0,S,44500,100,239301,32932,
000088.SZ,000088,20251209,92500000,569811,0,0,S,44500,600,239301,74519,
000088.SZ,000088,20251209,92500000,569812,0,0,S,44500,281,239301,191132,
000088.SZ,000088,20251209,92500000,569813,0,0,S,44500,219,239302,191132,
000088.SZ,000088,20251209,92500000,569814,0,0,B,44500,781,239302,366804,
000088.SZ,000088,20251209,92500000,569815,0,0,B,44500,1000,239303,366804,
000088.SZ,000088,20251209,92500000,569816,0,0,B,44500,519,239305,366804,
000088.SZ,000088,20251209,92500000,569817,0,0,B,44500,181,239305,376616,
000088.SZ,000088,20251209,92500000,569818,0,0,B,44500,819,297921,376616,
000088.SZ,000088,20251209,92500000,569819,0,0,B,44500,2000,297921,479796,
000088.SZ,000088,20251209,93000050,679698,0,0,B,44500,100,297921,679697,
000088.SZ,000088,20251209,93000050,682741,0,0,B,44500,1000,297921,682740,
000088.SZ,000088,20251209,93000060,689440,0,0,B,44500,100,297921,689439,
000088.SZ,000088,20251209,93000060,690954,0,0,B,44500,1600,297921,690953,
000088.SZ,000088,20251209,93000100,710031,C,0, ,0,7800,31388,0,
000088.SZ,000088,20251209,93000430,829246,C,0, ,0,1000,374139,0,
000088.SZ,000088,20251209,93000480,837538,0,0,S,44400,100,837537,10340,
000088.SZ,000088,20251209,93000480,838533,0,0,B,44500,500,297921,838532,
000088.SZ,000088,20251209,93000520,846208,0,0,S,44400,100,846207,10340,
000088.SZ,000088,20251209,93000720,880164,0,0,S,44400,100,880163,10340,
000088.SZ,000088,20251209,93000920,911502,0,0,B,44500,100,297921,911501,
000088.SZ,000088,20251209,93000990,923170,0,0,B,44500,2000,297921,923169,
000088.SZ,000088,20251209,93001330,964045,C,0, ,0,200,682108,0,
000088.SZ,000088,20251209,93001340,964216,C,0, ,0,100,684229,0,
000088.SZ,000088,20251209,93001350,965108,C,0, ,0,100,781189,0,
000088.SZ,000088,20251209,93001380,968008,C,0, ,0,300,688787,0,
000088.SZ,000088,20251209,93001440,972844,C,0, ,0,200,714876,0,
000088.SZ,000088,20251209,93001710,996172,C,0, ,0,2400,27024,0,
000088.SZ,000088,20251209,93002210,1044102,0,0,S,44400,1400,1044101,10340,
000088.SZ,000088,20251209,93002330,1051383,C,0, ,0,500,947747,0,
000088.SZ,000088,20251209,93003290,1113300,0,0,S,44400,800,1113299,10340,
000088.SZ,000088,20251209,93003290,1113306,0,0,S,44400,300,1113305,10340,
000088.SZ,000088,20251209,93003300,1113745,0,0,S,44400,100,1113744,10340,
000088.SZ,000088,20251209,93003970,1149151,0,0,B,44500,200,297921,1149150,
000088.SZ,000088,20251209,93004230,1162102,0,0,S,44400,2100,1162101,10340,
000088.SZ,000088,20251209,93004430,1170047,C,0, ,0,200,289398,0,
000088.SZ,000088,20251209,93004620,1178694,0,0,B,44500,300,297921,1178693,
000088.SZ,000088,20251209,93005760,1216923,C,0, ,0,100,0,887687,
000088.SZ,000088,20251209,93005760,1216926,C,0, ,0,100,872876,0,
000088.SZ,000088,20251209,93006140,1230363,0,0,B,44500,100,297921,1230362,
000088.SZ,000088,20251209,93006350,1235571,0,0,B,44500,100,297921,1235570,
000088.SZ,000088,20251209,93006390,1238276,0,0,S,44400,300,1238275,10340,
000088.SZ,000088,20251209,93006460,1240484,0,0,B,44500,300,297921,1240483,
000088.SZ,000088,20251209,93006530,1241628,C,0, ,0,5800,520016,0,
000088.SZ,000088,20251209,93006560,1242391,0,0,B,44500,100,297921,1242390,
000088.SZ,000088,20251209,93007180,1261312,0,0,B,44500,100,297921,1261311,
000088.SZ,000088,20251209,93007370,1265653,0,0,B,44500,500,297921,1265652,
000088.SZ,000088,20251209,93007680,1274387,C,0, ,0,9000,193749,0,
000088.SZ,000088,20251209,93007690,1275361,C,0, ,0,4500,286151,0,
000088.SZ,000088,20251209,93009190,1301444,0,0,B,44500,100,297921,1301443,
000088.SZ,000088,20251209,93009210,1301768,0,0,B,44500,100,297921,1301767,
000088.SZ,000088,20251209,93009280,1303629,0,0,B,44500,100,297921,1303628,
000088.SZ,000088,20251209,93009950,1319353,C,0, ,0,4000,108581,0,
000088.SZ,000088,20251209,93010690,1334468,C,0, ,0,1500,323008,0,
000088.SZ,000088,20251209,93010700,1334582,0,0,B,44500,100,297921,1334581,
000088.SZ,000088,20251209,93012950,1369060,0,0,B,44500,100,297921,1369059,
000088.SZ,000088,20251209,93013860,1385412,0,0,B,44500,100,297921,1385411,
000088.SZ,000088,20251209,93015080,1400368,0,0,B,44500,300,297921,1400367,
000088.SZ,000088,20251209,93024170,1550940,0,0,S,44400,1000,1550939,10340,
000088.SZ,000088,20251209,93036230,1741295,0,0,S,44400,100,1741294,10340,
000088.SZ,000088,20251209,93036390,1744765,0,0,S,44400,600,1744764,10340,
000088.SZ,000088,20251209,93036390,1744766,0,0,S,44400,1500,1744764,11028,
000088.SZ,000088,20251209,93038280,1781538,0,0,S,44400,1000,1781537,11028,
000088.SZ,000088,20251209,93040440,1823576,0,0,S,44400,100,1823575,11028,
000088.SZ,000088,20251209,93040770,1828815,C,0, ,0,78800,924238,0,
000088.SZ,000088,20251209,93040900,1830898,C,0, ,0,11200,0,1439938,
000088.SZ,000088,20251209,93047510,1957521,0,0,S,44400,200,1957520,11028,
000088.SZ,000088,20251209,93051470,2015697,C,0, ,0,50600,34176,0,
000088.SZ,000088,20251209,93059250,2121463,0,0,B,44500,100,297921,2121462,
000088.SZ,000088,20251209,93059910,2128549,C,0, ,0,3100,680235,0,
000088.SZ,000088,20251209,93100190,2132913,0,0,B,44500,1300,297921,2132912,
000088.SZ,000088,20251209,93100250,2134058,0,0,B,44500,1500,297921,2134057,
000088.SZ,000088,20251209,93100490,2139311,0,0,B,44500,1281,297921,2139310,
000088.SZ,000088,20251209,93100490,2139312,0,0,B,44500,19,409026,2139310,
000088.SZ,000088,20251209,93100490,2139327,0,0,B,44500,300,409026,2139326,
000088.SZ,000088,20251209,93100490,2139334,0,0,B,44500,1200,409026,2139333,
000088.SZ,000088,20251209,93100490,2139341,C,0, ,0,1500,0,1877810,
000088.SZ,000088,20251209,93100490,2139355,0,0,B,44500,481,409026,2139354,
000088.SZ,000088,20251209,93100490,2139356,0,0,B,44500,100,416584,2139354,
000088.SZ,000088,20251209,93100490,2139357,0,0,B,44500,519,527154,2139354,
000088.SZ,000088,20251209,93100490,2139365,0,0,B,44500,600,527154,2139364,
000088.SZ,000088,20251209,93100490,2139374,0,0,B,44500,800,527154,2139373,
000088.SZ,000088,20251209,93100730,2144665,0,0,B,44500,1600,527154,2144664,
000088.SZ,000088,20251209,93100870,2147678,0,0,B,44500,1481,527154,2147677,
000088.SZ,000088,20251209,93100870,2147679,0,0,B,44500,419,685706,2147677,
000088.SZ,000088,20251209,93101190,2153746,0,0,B,44500,381,685706,2153745,
000088.SZ,000088,20251209,93101190,2153747,0,0,B,44500,119,698158,2153745,
000088.SZ,000088,20251209,93101740,2164597,C,0, ,0,581,698158,0,
000088.SZ,000088,20251209,93102150,2170409,C,0, ,0,3200,23390,0,
000088.SZ,000088,20251209,93103450,2189809,0,0,B,44500,400,775676,2189808,
000088.SZ,000088,20251209,93103450,2189810,0,0,B,44500,700,792295,2189808,
000088.SZ,000088,20251209,93103450,2189811,0,0,B,44500,400,835936,2189808,
000088.SZ,000088,20251209,93105470,2221645,0,0,S,44400,100,2221644,11028,
000088.SZ,000088,20251209,93106320,2232675,C,0, ,0,100,1455245,0,
000088.SZ,000088,20251209,93106440,2235115,0,0,S,44400,1500,2235114,11028,
000088.SZ,000088,20251209,93106440,2235116,0,0,S,44400,700,2235114,12194,
000088.SZ,000088,20251209,93106450,2235340,C,0, ,0,100,1752457,0,
000088.SZ,000088,20251209,93110130,2288999,C,0, ,0,35700,34181,0,
000088.SZ,000088,20251209,93110620,2298480,0,0,B,44500,100,839155,2298479,
000088.SZ,000088,20251209,93112260,2319958,C,0, ,0,100,1270238,0,
000088.SZ,000088,20251209,93113830,2345866,0,0,S,44400,4000,2345865,12194,
000088.SZ,000088,20251209,93113870,2346287,0,0,B,44500,100,839155,2346286,
000088.SZ,000088,20251209,93116740,2382930,0,0,B,44500,2300,839155,2382929,
000088.SZ,000088,20251209,93120150,2425984,C,0, ,0,100000,0,2013200,
000088.SZ,000088,20251209,93123070,2463533,0,0,S,44400,200,2463532,12194,
000088.SZ,000088,20251209,93126770,2513494,0,0,S,44400,100,2513493,12194,
000088.SZ,000088,20251209,93127400,2521955,0,0,B,44500,100,839155,2521954,
000088.SZ,000088,20251209,93127400,2521956,0,0,B,44500,1400,845495,2521954,
000088.SZ,000088,20251209,93134710,2613719,0,0,B,44500,100,845495,2613718,
000088.SZ,000088,20251209,93134710,2613720,0,0,B,44500,100,985195,2613718,
000088.SZ,000088,20251209,93134710,2613721,0,0,B,44500,200,1023804,2613718,
000088.SZ,000088,20251209,93136390,2633165,0,0,S,44400,2100,2633164,12194,
000088.SZ,000088,20251209,93139150,2666421,C,0, ,0,100,1301198,0,
000088.SZ,000088,20251209,93140200,2680734,0,0,B,44500,200,1047969,2680733,
000088.SZ,000088,20251209,93146660,2772655,0,0,S,44400,1600,2772654,12194,
000088.SZ,000088,20251209,93146710,2773432,C,0, ,0,400,0,2613716,
000088.SZ,000088,20251209,93146740,2774015,0,0,S,44400,100,2774014,12194,
000088.SZ,000088,20251209,93148510,2795713,0,0,B,44500,200,1047969,2795712,
000088.SZ,000088,20251209,93148510,2795714,0,0,B,44500,400,1048703,2795712,
000088.SZ,000088,20251209,93148510,2795715,0,0,B,44500,400,1049143,2795712,
000088.SZ,000088,20251209,93148510,2795716,0,0,B,44500,100,1074979,2795712,
000088.SZ,000088,20251209,93148510,2795717,0,0,B,44500,1200,1075087,2795712,
000088.SZ,000088,20251209,93148930,2802038,0,0,S,44400,1100,2802037,12194,
000088.SZ,000088,20251209,93149420,2808553,0,0,S,44400,100,2808552,12194,
000088.SZ,000088,20251209,93149420,2808554,0,0,S,44400,2200,2808552,12364,
000088.SZ,000088,20251209,93150210,2818727,0,0,B,44500,200,1075087,2818726,
000088.SZ,000088,20251209,93155640,2884290,0,0,B,44500,1000,1075087,2884289,
000088.SZ,000088,20251209,93158620,2920448,0,0,B,44500,300,1075087,2920447,
000088.SZ,000088,20251209,93159710,2931757,0,0,B,44500,4300,1075087,2931756,
000088.SZ,000088,20251209,93159710,2931758,0,0,B,44500,100,1076551,2931756,
000088.SZ,000088,20251209,93159710,2931759,0,0,B,44500,400,1083088,2931756,
000088.SZ,000088,20251209,93159710,2931760,0,0,B,44500,400,1086957,2931756,
000088.SZ,000088,20251209,93159710,2931761,0,0,B,44500,100,1104942,2931756,
000088.SZ,000088,20251209,93159710,2931762,0,0,B,44500,100,1104950,2931756,
000088.SZ,000088,20251209,93159710,2931763,0,0,B,44500,100,1104956,2931756,
000088.SZ,000088,20251209,93159710,2931764,0,0,B,44500,100,1104987,2931756,
000088.SZ,000088,20251209,93159710,2931765,0,0,B,44500,100,1105043,2931756,
000088.SZ,000088,20251209,93159710,2931766,0,0,B,44500,500,1105160,2931756,
000088.SZ,000088,20251209,93159710,2931767,0,0,B,44500,100,1105291,2931756,
000088.SZ,000088,20251209,93159710,2931768,0,0,B,44500,100,1106450,2931756,
000088.SZ,000088,20251209,93159710,2931769,0,0,B,44500,500,1107937,2931756,
000088.SZ,000088,20251209,93159710,2931770,0,0,B,44500,1200,1109502,2931756,
000088.SZ,000088,20251209,93159710,2931771,0,0,B,44500,1200,1110147,2931756,
000088.SZ,000088,20251209,93159710,2931772,0,0,B,44500,800,1111429,2931756,
000088.SZ,000088,20251209,93200730,2947530,0,0,B,44500,700,1111429,2947529,
000088.SZ,000088,20251209,93205610,3010990,0,0,S,44400,100,3010989,12364,
000088.SZ,000088,20251209,93205690,3012054,0,0,S,44400,100,3012053,12364,
000088.SZ,000088,20251209,93206420,3021138,0,0,S,44400,100,3021137,12364,
000088.SZ,000088,20251209,93206420,3021139,0,0,S,44400,1600,3021137,14479,
000088.SZ,000088,20251209,93208300,3044697,C,0, ,0,9000,2801687,0,
000088.SZ,000088,20251209,93209400,3056582,0,0,B,44500,500,1111429,3056581,
000088.SZ,000088,20251209,93209400,3056583,0,0,B,44500,400,1155118,3056581,
000088.SZ,000088,20251209,93209400,3056584,0,0,B,44500,100,1156577,3056581,
000088.SZ,000088,20251209,93209400,3056585,0,0,B,44500,500,1158163,3056581,
000088.SZ,000088,20251209,93209400,3056586,0,0,B,44500,100,1202651,3056581,
000088.SZ,000088,20251209,93209400,3056587,0,0,B,44500,100,1203192,3056581,
000088.SZ,000088,20251209,93209930,3063061,C,0, ,0,3000,203290,0,
000088.SZ,000088,20251209,93213790,3116088,0,0,B,44500,100,1203192,3116087,
000088.SZ,000088,20251209,93218160,3181634,0,0,S,44400,900,3181633,14479,
000088.SZ,000088,20251209,93218160,3181635,0,0,S,44400,100,3181633,32933,
000088.SZ,000088,20251209,93218160,3181636,0,0,S,44400,500,3181633,37408,
000088.SZ,000088,20251209,93219980,3204855,0,0,S,44400,1000,3204854,37408,
000088.SZ,000088,20251209,93224360,3257940,C,0, ,0,7000,1090924,0,
000088.SZ,000088,20251209,93225640,3276280,0,0,B,44500,100,1203192,3276279,
000088.SZ,000088,20251209,93225640,3276281,0,0,B,44500,900,1203505,3276279,
000088.SZ,000088,20251209,93227390,3296890,0,0,B,44500,500,1203505,3296889,
000088.SZ,000088,20251209,93227390,3296891,0,0,B,44500,100,1203979,3296889,
000088.SZ,000088,20251209,93227390,3296892,0,0,B,44500,200,1205746,3296889,
000088.SZ,000088,20251209,93227390,3296893,0,0,B,44500,100,1240070,3296889,
000088.SZ,000088,20251209,93227390,3296894,0,0,B,44500,100,1241609,3296889,
000088.SZ,000088,20251209,93227390,3296895,0,0,B,44500,700,1292920,3296889,
000088.SZ,000088,20251209,93229380,3321459,C,0, ,0,100,2549043,0,
000088.SZ,000088,20251209,93229400,3321616,C,0, ,0,100,2495452,0,
000088.SZ,000088,20251209,93230050,3328469,C,0, ,0,100,2935647,0,
000088.SZ,000088,20251209,93230380,3332699,0,0,S,44400,100,3332698,37408,
000088.SZ,000088,20251209,93230390,3332760,0,0,S,44400,100,3332759,37408,
000088.SZ,000088,20251209,93231050,3341208,0,0,S,44400,100,3341207,37408,
000088.SZ,000088,20251209,93234000,3377641,0,0,B,44500,100,1292920,3377640,
000088.SZ,000088,20251209,93236420,3405914,0,0,S,44400,1300,3405913,37408,
000088.SZ,000088,20251209,93236640,3409459,C,0, ,0,2500,14477,0,
000088.SZ,000088,20251209,93244980,3503253,0,0,S,44400,3200,3503252,37408,
000088.SZ,000088,20251209,93244980,3503254,0,0,S,44400,100,3503252,94917,
000088.SZ,000088,20251209,93244980,3503255,0,0,S,44400,200,3503252,159284,
000088.SZ,000088,20251209,93244980,3503256,0,0,S,44400,100,3503252,186995,
000088.SZ,000088,20251209,93244980,3503257,0,0,S,44400,700,3503252,221548,
000088.SZ,000088,20251209,93245460,3508717,0,0,B,44500,300,1292920,3508716,
000088.SZ,000088,20251209,93245460,3508718,0,0,B,44500,100,1303143,3508716,
000088.SZ,000088,20251209,93245460,3508719,0,0,B,44500,100,1347216,3508716,
000088.SZ,000088,20251209,93245460,3508720,0,0,B,44500,1300,1359617,3508716,
000088.SZ,000088,20251209,93248190,3535900,C,0, ,0,100,1915981,0,
000088.SZ,000088,20251209,93249250,3548422,0,0,B,44500,400,1359617,3548421,
000088.SZ,000088,20251209,93249750,3554329,0,0,S,44400,300,3554328,221548,
000088.SZ,000088,20251209,93249770,3554512,C,0, ,0,100,2461860,0,
000088.SZ,000088,20251209,93249900,3555726,0,0,B,44500,200,1359617,3555725,
000088.SZ,000088,20251209,93251880,3576273,C,0, ,0,100,0,1149262,
000088.SZ,000088,20251209,93254270,3601111,0,0,B,44500,100,1359617,3601110,
000088.SZ,000088,20251209,93254380,3602211,0,0,B,44500,100,1359617,3602210,
000088.SZ,000088,20251209,93254430,3602626,0,0,B,44500,500,1359617,3602625,
000088.SZ,000088,20251209,93255640,3615765,0,0,B,44500,1000,1359617,3615764,
000088.SZ,000088,20251209,93257220,3631843,C,0, ,0,100,0,2051825,
000088.SZ,000088,20251209,93259260,3653751,C,0, ,0,400,0,3548423,
000088.SZ,000088,20251209,93300300,3664730,0,0,S,44400,200,3664729,221548,
000088.SZ,000088,20251209,93302460,3691411,0,0,B,44500,100,1359617,3691410,
000088.SZ,000088,20251209,93303400,3701152,0,0,B,44500,300,1359617,3701151,
000088.SZ,000088,20251209,93303400,3701153,0,0,B,44500,100,1390973,3701151,
000088.SZ,000088,20251209,93303400,3701154,0,0,B,44500,100,1402487,3701151,
000088.SZ,000088,20251209,93303400,3701155,0,0,B,44500,100,1402494,3701151,
000088.SZ,000088,20251209,93303400,3701156,0,0,B,44500,100,1402519,3701151,
000088.SZ,000088,20251209,93303400,3701157,0,0,B,44500,100,1420529,3701151,
000088.SZ,000088,20251209,93303400,3701158,0,0,B,44500,100,1456107,3701151,
000088.SZ,000088,20251209,93303400,3701159,0,0,B,44500,700,1534938,3701151,
000088.SZ,000088,20251209,93303400,3701160,0,0,B,44500,100,1596549,3701151,
000088.SZ,000088,20251209,93303510,3702460,0,0,B,44500,400,1596549,3702459,
000088.SZ,000088,20251209,93303510,3702461,0,0,B,44500,500,1596704,3702459,
000088.SZ,000088,20251209,93303520,3702608,0,0,B,44500,600,1596704,3702607,
000088.SZ,000088,20251209,93303530,3702705,C,0, ,0,6900,2130373,0,
000088.SZ,000088,20251209,93304690,3717254,C,0, ,0,27200,0,1266851,
000088.SZ,000088,20251209,93304800,3718459,0,0,B,44500,1600,1596704,3718458,
000088.SZ,000088,20251209,93304800,3718460,0,0,B,44500,6900,1596820,3718458,
000088.SZ,000088,20251209,93304800,3718461,0,0,B,44500,1000,1598105,3718458,
000088.SZ,000088,20251209,93304800,3718462,0,0,B,44500,2600,1598107,3718458,
000088.SZ,000088,20251209,93304800,3718463,0,0,B,44500,1900,1632590,3718458,
000088.SZ,000088,20251209,93304800,3718464,0,0,B,44500,1000,1695152,3718458,
000088.SZ,000088,20251209,93304800,3718465,0,0,B,44500,700,1732028,3718458,
000088.SZ,000088,20251209,93304800,3718466,0,0,B,44500,10000,1790140,3718458,
000088.SZ,000088,20251209,93304800,3718467,0,0,B,44500,1200,1872033,3718458,
000088.SZ,000088,20251209,93304800,3718468,0,0,B,44500,4200,2084137,3718458,
000088.SZ,000088,20251209,93304800,3718469,0,0,B,44500,5700,2084247,3718458,
000088.SZ,000088,20251209,93304800,3718470,0,0,B,44500,1000,2085321,3718458,
000088.SZ,000088,20251209,93305390,3725587,0,0,B,44500,500,2085321,3725586,
000088.SZ,000088,20251209,93305710,3728836,0,0,S,44400,2400,3728835,221548,
000088.SZ,000088,20251209,93305940,3731101,0,0,B,44500,900,2085321,3731100,
000088.SZ,000088,20251209,93305940,3731102,0,0,B,44500,200,2085322,3731100,
000088.SZ,000088,20251209,93306420,3736959,0,0,S,44400,1200,3736958,221548,
000088.SZ,000088,20251209,93307840,3754229,0,0,B,44500,1500,2085322,3754228,
000088.SZ,000088,20251209,93308890,3765965,C,0, ,0,27000,0,148402,
000088.SZ,000088,20251209,93313040,3808669,0,0,B,44500,3900,2085322,3808668,
000088.SZ,000088,20251209,93313040,3808670,0,0,B,44500,300,2202034,3808668,
000088.SZ,000088,20251209,93313860,3818010,0,0,B,44500,700,2202034,3818009,
000088.SZ,000088,20251209,93313860,3818011,0,0,B,44500,100,2202035,3818009,
000088.SZ,000088,20251209,93313860,3818012,0,0,B,44500,200,2220742,3818009,
000088.SZ,000088,20251209,93314860,3827676,0,0,B,44500,1000,2220742,3827675,
000088.SZ,000088,20251209,93315720,3836824,C,0, ,0,2900,0,3439837,
000088.SZ,000088,20251209,93320980,3888837,0,0,B,44500,100,2220742,3888836,
000088.SZ,000088,20251209,93320980,3888838,0,0,B,44500,100,2221009,3888836,
000088.SZ,000088,20251209,93320980,3888839,0,0,B,44500,100,2225627,3888836,
000088.SZ,000088,20251209,93320980,3888840,0,0,B,44500,100,2232454,3888836,
000088.SZ,000088,20251209,93320980,3888841,0,0,B,44500,100,2233716,3888836,
000088.SZ,000088,20251209,93320980,3888842,0,0,B,44500,1200,2265705,3888836,
000088.SZ,000088,20251209,93320980,3888843,0,0,B,44500,100,2275123,3888836,
000088.SZ,000088,20251209,93320980,3888844,0,0,B,44500,1100,2294342,3888836,
000088.SZ,000088,20251209,93325800,3936083,0,0,B,44500,1000,2294342,3936082,
000088.SZ,000088,20251209,93325800,3936105,C,0, ,0,4400,116989,0,
000088.SZ,000088,20251209,93327420,3950956,0,0,B,44500,300,2294342,3950955,
000088.SZ,000088,20251209,93327420,3950957,0,0,B,44500,1200,2301034,3950955,
000088.SZ,000088,20251209,93336380,4035156,0,0,S,44400,2100,4035155,221548,
000088.SZ,000088,20251209,93336950,4040585,0,0,S,44400,1400,4040584,221548,
000088.SZ,000088,20251209,93338320,4054793,C,0, ,0,5000,0,494578,
000088.SZ,000088,20251209,93342070,4092579,0,0,S,44400,100,4092578,221548,
000088.SZ,000088,20251209,93342410,4096636,0,0,B,44500,100,2305502,4096635,
000088.SZ,000088,20251209,93342410,4096637,0,0,B,44500,1200,2339838,4096635,
000088.SZ,000088,20251209,93342410,4096638,0,0,B,44500,500,2340342,4096635,
000088.SZ,000088,20251209,93346040,4133730,0,0,B,44500,1200,2340342,4133729,
000088.SZ,000088,20251209,93346570,4139729,0,0,B,44500,200,2340342,4139728,
000088.SZ,000088,20251209,93346570,4139730,0,0,B,44500,300,2364102,4139728,
000088.SZ,000088,20251209,93348360,4157808,0,0,S,44400,116,4157807,221548,
000088.SZ,000088,20251209,93349670,4172223,C,0, ,0,700,0,1000501,
000088.SZ,000088,20251209,93351250,4186865,0,0,S,44400,1200,4186864,221548,
000088.SZ,000088,20251209,93352650,4201334,0,0,B,44500,900,2364102,4201333,
000088.SZ,000088,20251209,93352650,4201335,0,0,B,44500,300,2375145,4201333,
000088.SZ,000088,20251209,93352650,4201336,0,0,B,44500,100,2400715,4201333,
000088.SZ,000088,20251209,93352650,4201337,0,0,B,44500,100,2414312,4201333,
000088.SZ,000088,20251209,93352650,4201338,0,0,B,44500,2000,2426841,4201333,
