万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号,
000030.SZ,000030,20251209,91606400,307162,C,0, ,0,100,0,307160,
000030.SZ,000030,20251209,91818750,346828,C,0, ,0,10700,0,209095,
000030.SZ,000030,20251209,91819310,347037,C,0, ,0,400,0,257724,
000030.SZ,000030,20251209,91820600,347500,C,0, ,0,11300,241890,0,
000030.SZ,000030,20251209,91924700,371454,C,0, ,0,7800,0,298264,
000030.SZ,000030,20251209,91941520,378154,C,0, ,0,10800,0,350675,
000030.SZ,000030,20251209,91950970,382158,C,0, ,0,300,291880,0,
000030.SZ,000030,20251209,92500000,568331,0,0,B,56500,100,290812,364753,
000030.SZ,000030,20251209,92500000,568332,0,0,B,56500,100,290812,323846,
000030.SZ,000030,20251209,92500000,568333,0,0,S,56500,2400,381088,323846,
000030.SZ,000030,20251209,92500000,568334,0,0,B,56500,200,381088,498267,
000030.SZ,000030,20251209,92500000,568335,0,0,B,56500,5000,381088,550094,
000030.SZ,000030,20251209,92500000,568336,0,0,B,56500,100,290341,550094,
000030.SZ,000030,20251209,92500000,568337,0,0,S,56500,5900,561235,550094,
000030.SZ,000030,20251209,92500000,568338,0,0,B,56500,600,544449,550094,
000030.SZ,000030,20251209,92500000,568339,0,0,B,56500,100,549286,550094,
000030.SZ,000030,20251209,92500000,568340,0,0,S,56500,300,553024,550094,
000030.SZ,000030,20251209,92500000,568341,0,0,B,56500,400,469685,550094,
000030.SZ,000030,20251209,92500000,568342,0,0,B,56500,300,386693,550094,
000030.SZ,000030,20251209,92500000,568343,0,0,B,56500,14200,438174,550094,
000030.SZ,000030,20251209,92500000,568344,0,0,B,56500,700,438174,565583,
000030.SZ,000030,20251209,92500000,568345,0,0,B,56500,16900,438174,565693,
000030.SZ,000030,20251209,92500000,568346,0,0,B,56500,700,438174,562356,
000030.SZ,000030,20251209,92500000,568347,0,0,B,56500,600,438174,547435,
000030.SZ,000030,20251209,92500000,568348,0,0,B,56500,900,438174,566489,
